# full_id,pdb_id,assembly_id,multimericity,auth_chain_id,asym_chain_id,seq_database,seq_database_accession
1SNY-1,1SNY,1,2,A,A,UniProt,Q9W3H4
1SOX-1,1SOX,1,2,A_B,A_B,UniProt,P07850
1SRR-1,1SRR,1,2,A_B_C,A_B_C,UniProt,P06628
1T3C-1,1T3C,1,2,A_B,A_B,UniProt,Q00496
1T5O-1,1T5O,1,2,A_B_C_D,A_B_C_D,UniProt,O29877
1T82-2,1T82,2,2,A_B_C_D,A_B_C_D,UniProt,Q8E989
1TC5-1,1TC5,1,2,A_B_C_D,A_B_C_D,UniProt,P84066
1TGJ-1,1TGJ,1,2,A,A,UniProt,P10600
1TKL-1,1TKL,1,2,A_B,A_B,UniProt,P11353
1TMI-1,1TMI,1,2,A_B,A_B,UniProt,Q9WZC3
1TU7-1,1TU7,1,2,A_B,A_B,UniProt,P46427
1TXG-1,1TXG,1,2,A_B,A_B,UniProt,O29390
1TXY-1,1TXY,1,2,A_B,A_B,UniProt,P07013
1TZP-1,1TZP,1,2,A_B,A_B,UniProt,P0C0T5
1U3U-1,1U3U,1,2,A_B,A_B,UniProt,P00325
1U3W-1,1U3W,1,2,A_B,A_B,UniProt,P00326
1U5U-3,1U5U,3,2,A_B,A_B,UniProt,O16025
1USG-1,1USG,1,2,A,A,UniProt,P04816
1USM-1,1USM,1,2,A,A,UniProt,P83819
1UUF-1,1UUF,1,2,A,A,UniProt,P75691
1V2D-1,1V2D,1,2,A,A,UniProt,Q75WK2
1V3Z-1,1V3Z,1,2,A_B,A_B,UniProt,P84142
1V4P-4,1V4P,4,2,A_B_C,A_B_C,UniProt,O58307
1V5Z-1,1V5Z,1,2,A_B,A_B,UniProt,P46072
1V6C-3,1V6C,3,2,A_B,A_B,UniProt,Q65Z69
1VBK-1,1VBK,1,2,A_B,A_B,UniProt,O59053
1VC1-1,1VC1,1,2,A_B,A_B,UniProt,Q9X1F5
1VE2-1,1VE2,1,2,A_B,A_B,UniProt,Q53WA2
1VF1-1,1VF1,1,2,A,A,UniProt,P26697
1VGT-1,1VGT,1,2,A_B,A_B,UniProt,Q46893
1VHQ-1,1VHQ,1,2,A_B,A_B,UniProt,P0ABU5
1VHV-1,1VHV,1,2,A_B,A_B,UniProt,O29866
1VI9-1,1VI9,1,2,A_B_C_D,A_B_C_D,UniProt,P77150
1VIC-3,1VIC,3,2,A_B,A_B,UniProt,P44490
1VJO-1,1VJO,1,2,A,A,UniProt,Q8YY48
1VKC-1,1VKC,1,2,A_B,A_B,UniProt,Q8U4Q2
1VKH-2,1VKH,2,2,A_B,A_B,UniProt,Q04066
1VKP-1,1VKP,1,2,A_B,A_B,UniProt,Q8GWW7
1VL4-1,1VL4,1,2,A_B,A_B,UniProt,Q9WZI6
1VL7-1,1VL7,1,2,A_B,A_B,UniProt,Q8YMA7
1VP3-1,1VP3,1,2,A,A,UniProt,P07617
1VP4-1,1VP4,1,2,A_B,A_B,UniProt,Q9X0L5
1VPK-1,1VPK,1,2,A,A,UniProt,Q9WYA0
1W2Y-1,1W2Y,1,2,A_B,A_B,UniProt,Q0P8G4
1W5F-1,1W5F,1,2,A_B,A_B,UniProt,O08398
1W5R-1,1W5R,1,2,A_B,A_B,UniProt,O86309
1WC3-1,1WC3,1,2,A_B,A_B,UniProt,O32393
1WNY-3,1WNY,3,2,A_B,A_B,UniProt,P56690
1WPN-1,1WPN,1,2,A_B,A_B,UniProt,P37487
1WRA-3,1WRA,3,2,A_B,A_B,UniProt,Q8DQ62
1WST-1,1WST,1,2,A,A,UniProt,Q9V2W5
1WWR-1,1WWR,1,2,A_B_C_D,A_B_C_D,UniProt,O67050
1WX1-1,1WX1,1,2,A_B,A_B,UniProt,Q7SIC7
1XE7-2,1XE7,2,2,A_B_C,A_B_C,UniProt,Q03629
1XFG-1,1XFG,1,2,A_B,A_B,UniProt,P17169
1XJB-1,1XJB,1,2,A_B,A_B,UniProt,P52895
1XLQ-4,1XLQ,4,2,A_B_C,A_B_C,UniProt,P00259
1XRE-1,1XRE,1,2,A_B,A_B,UniProt,Q81JK8
1XSQ-1,1XSQ,1,2,A_B,A_B,UniProt,P77731
1XW8-1,1XW8,1,2,A,A,UniProt,P75746
1XYN-1,1XYN,1,2,A,A,UniProt,P36218
1Y0H-1,1Y0H,1,2,A_B,A_B,UniProt,O86332
1Y1M-3,1Y1M,3,2,A_B,A_B,UniProt,P35439
1Y1X-3,1Y1X,3,2,A_B,A_B,UniProt,Q4QG08
1Y4J-1,1Y4J,1,2,A_B,A_B,UniProt,Q8NBJ7
1Y6Z-1,1Y6Z,1,2,A_B,A_B,UniProt,Q8IL32
1Y7Y-1,1Y7Y,1,2,A_B,A_B,UniProt,Q7X0F0
1YGT-1,1YGT,1,2,A,A,UniProt,Q94524
1YIG-1,1YIG,1,2,A_B,A_B,UniProt,Q15691
1YLM-1,1YLM,1,2,A_B,A_B,UniProt,O32126
1YQD-1,1YQD,1,2,A_B,A_B,UniProt,Q94G59
1YQZ-1,1YQZ,1,2,A_B,A_B,UniProt,O52582
1YS7-1,1YS7,1,2,A_B,A_B,UniProt,P9WGM1
1YYA-1,1YYA,1,2,A_B,A_B,UniProt,Q5SJR1
1Z05-1,1Z05,1,2,A,A,UniProt,Q9KQJ1
1Z1Y-1,1Z1Y,1,2,A_B,A_B,UniProt,O96555
1Z47-1,1Z47,1,2,A_B,A_B,UniProt,Q9RHZ7
1Z5B-1,1Z5B,1,2,A_B,A_B,UniProt,O05207
1ZCV-1,1ZCV,1,2,A,A,UniProt,P13280
1ZEJ-1,1ZEJ,1,2,A,A,UniProt,O28262
1ZES-2,1ZES,2,2,A_B_C,A_B_C,UniProt,P0AFJ5
1ZJR-2,1ZJR,2,2,A,A,UniProt,O67577
1ZKR-1,1ZKR,1,2,A_B,A_B,UniProt,P30438
1ZOW-2,1ZOW,2,2,A_B_C_D,A_B_C_D,UniProt,Q8NXE2
1ZRN-1,1ZRN,1,2,A,A,UniProt,Q53464
1ZUW-2,1ZUW,2,2,A_B_C,A_B_C,UniProt,P94556
1ZUY-1,1ZUY,1,2,A_B,A_B,UniProt,Q04439
1ZVA-1,1ZVA,1,2,A,A,UniProt,P59594
2A2A-2,2A2A,2,2,A_B_C_D,A_B_C_D,UniProt,Q9UIK4
2A61-2,2A61,2,2,A_B_C_D,A_B_C_D,UniProt,Q9WZG9
2A67-2,2A67,2,2,A_B_C_D,A_B_C_D,UniProt,Q82ZG7
2A72-1,2A72,1,2,A_B,A_B,UniProt,P49802
2A8J-1,2A8J,1,2,A_B,A_B,UniProt,Q9H6P5
2AAN-2,2AAN,2,2,A,A,UniProt,Q8RMH6
2AB2-1,2AB2,1,2,A_B,A_B,UniProt,P08235
2AEV-1,2AEV,1,2,A,A,UniProt,Q57622
2AHB-1,2AHB,1,2,A_B,A_B,UniProt,P9WNG3
2AJ7-1,2AJ7,1,2,A_B,A_B,UniProt,Q9K6V7
2AMU-1,2AMU,1,2,A,A,UniProt,Q9WZC6
2ARC-1,2ARC,1,2,A_B,A_B,UniProt,P0A9E0
2ARV-1,2ARV,1,2,A_B,A_B,UniProt,P08476
2B0A-1,2B0A,1,2,A,A,UniProt,Q58193
2B0C-1,2B0C,1,2,A,A,UniProt,P0A8Y3
2B0V-2,2B0V,2,2,A,A,UniProt,Q82XR9
2B9D-2,2B9D,2,2,A_B,A_B,UniProt,P06465
2BDR-1,2BDR,1,2,A_B,A_B,UniProt,P59285
2BII-2,2BII,2,2,A_B,A_B,UniProt,P49050
2BSH-1,2BSH,1,2,A_B,A_B,UniProt,P0C2V9
2C0Z-1,2C0Z,1,2,A,A,UniProt,Q9L9E5
2C21-1,2C21,1,2,A_B_C_D_E_F,A_B_C_D_E_F,UniProt,Q68RJ8
2C2A-1,2C2A,1,2,A,A,UniProt,Q9WZV7
2C2I-1,2C2I,1,2,A_B,A_B,UniProt,P9WNP3
2C2X-1,2C2X,1,2,A_B,A_B,UniProt,P9WG81
2C3B-1,2C3B,1,2,A_B,A_B,UniProt,Q4WHY9
2C4E-1,2C4E,1,2,A,A,UniProt,Q57849
2C7G-1,2C7G,1,2,A,A,UniProt,P9WIQ3
2C81-1,2C81,1,2,A,A,UniProt,Q8G8Y2
2C82-1,2C82,1,2,A_B,A_B,UniProt,P9WNS1
2CB0-1,2CB0,1,2,A_B,A_B,UniProt,Q8U3U3
2CJT-1,2CJT,1,2,A_B_C_D,A_B_C_D,UniProt,Q62768
2CVJ-2,2CVJ,2,2,A,A,UniProt,Q5SLC3
2CWK-1,2CWK,1,2,A_B,A_B,UniProt,O58429
2CXK-1,2CXK,1,2,A_B_C_D_E,A_B_C_D_E,UniProt,Q9Y6Y1
2D1G-1,2D1G,1,2,A_B,A_B,UniProt,A0Q436
2D3K-1,2D3K,1,2,A_B,A_B,UniProt,O74017
2D52-1,2D52,1,2,A_B,A_B,UniProt,Q58VP7
2D8E-1,2D8E,1,2,A,A,UniProt,Q5SLA5
2DC5-1,2DC5,1,2,A_B,A_B,UniProt,Q80W21
2DD7-2,2DD7,2,2,A_B,A_B,UniProt,Q2MHN7
2DUL-2,2DUL,2,2,A,A,UniProt,O59493
2DWW-1,2DWW,1,2,A,A,UniProt,Q9ESU6
2E1D-1,2E1D,1,2,A_B,A_B,UniProt,Q93092
2E5Y-1,2E5Y,1,2,A_B,A_B,UniProt,P07678
2EG3-3,2EG3,3,2,A_B,A_B,UniProt,Q5SHV8
2EGD-1,2EGD,1,2,A_B,A_B,UniProt,Q99584
2EGZ-1,2EGZ,1,2,A_C,A_B,UniProt,O66440
2EH6-1,2EH6,1,2,A_B,A_B,UniProt,O66442
2EH9-2,2EH9,2,2,A,A,UniProt,Q8NFD5
2EJ8-1,2EJ8,1,2,A_B,A_B,UniProt,Q9UKG1
2EKG-1,2EKG,1,2,A_B,A_B,UniProt,Q72IB8
2ESS-1,2ESS,1,2,A,A,UniProt,Q8A611
2EX4-1,2EX4,1,2,A_B,A_B,UniProt,Q9BV86
2F0A-7,2F0A,7,2,A_B_C_D,A_B_C_D,UniProt,P51142
2F1F-1,2F1F,1,2,A_B,A_B,UniProt,P00894
2F6G-1,2F6G,1,2,A_B,A_B,UniProt,O68014
2F8H-1,2F8H,1,2,A,A,UniProt,A0A0H2X6W0
2F9H-1,2F9H,1,2,A_B,A_B,UniProt,Q831B0
2FCJ-4,2FCJ,4,2,A_B_C,A_B_C,UniProt,Q5KVJ9
2FEX-1,2FEX,1,2,A_B_C,A_B_C,UniProt,A9CJS5
2FIC-1,2FIC,1,2,A_B,A_B,UniProt,O00499
2FRE-1,2FRE,1,2,A_B,A_B,UniProt,A9CKT4
2FS5-1,2FS5,1,2,A_B,A_B,UniProt,Q8FBQ3
2FVU-1,2FVU,1,2,A_B,A_B,UniProt,P06701
2FYQ-1,2FYQ,1,2,A,A,UniProt,Q83883
2G3T-1,2G3T,1,2,A_B,A_B,UniProt,P21673
2G5C-2,2G5C,2,2,A_B_C_D,A_B_C_D,UniProt,O67636
2G5G-1,2G5G,1,2,X,A,UniProt,Q0PBW2
2G72-3,2G72,3,2,A_B,A_B,UniProt,P11086
2G76-1,2G76,1,2,A_B,A_B,UniProt,O43175
2GDZ-1,2GDZ,1,2,A,A,UniProt,P15428
2GEC-1,2GEC,1,2,A_B,A_B,UniProt,P32923
2GJ3-1,2GJ3,1,2,A_B,A_B,UniProt,P30663
2GJL-2,2GJL,2,2,A,A,UniProt,Q9I4V0
2GOM-1,2GOM,1,2,A_B,A_B,UniProt,P68799
2GPE-2,2GPE,2,2,A_B_C_D,A_B_C_D,UniProt,P09546
2GQR-1,2GQR,1,2,A_B,A_B,UniProt,P0A7D7
2GWG-1,2GWG,1,2,A_B,A_B,UniProt,Q6N0R4
2H3G-1,2H3G,1,2,X,A,UniProt,Q81VX4
2H9B-1,2H9B,1,2,A_B,A_B,UniProt,O68014
2HA8-1,2HA8,1,2,A_B,A_B,UniProt,Q13395
2HAH-1,2HAH,1,2,A,A,UniProt,Q66972
2HCM-1,2HCM,1,2,A,A,UniProt,Q8BTR5
2HDW-3,2HDW,3,2,A_B,A_B,UniProt,Q01609
2HE8-1,2HE8,1,2,A_B,A_B,UniProt,Q91WR5
2HFT-1,2HFT,1,2,A,A,UniProt,P13726
2HHG-2,2HHG,2,2,A,A,UniProt,Q6N3S9
2HIQ-1,2HIQ,1,2,A_B,A_B,UniProt,P0ACX3
2HKU-1,2HKU,1,2,A_B,A_B,UniProt,Q0SB15
2HNL-1,2HNL,1,2,A_B,A_B,UniProt,P46434
2HNU-1,2HNU,1,2,A_B_C_D_E,A_B_C_D_E,UniProt,P01175
2HPR-2,2HPR,2,2,A,A,UniProt,P08877
2HXT-1,2HXT,1,2,A,A,UniProt,Q8P3K2
2HZC-2,2HZC,2,2,A,A,UniProt,P26368
2I0O-2,2I0O,2,2,A,A,UniProt,Q7PP01
2I4L-2,2I4L,2,2,A_B_C,A_B_C,UniProt,Q6N5P6
2I51-1,2I51,1,2,A_B,A_B,UniProt,B2J933
2I7G-1,2I7G,1,2,A_B,A_B,UniProt,A9CI16
2I7N-1,2I7N,1,2,A_B,A_B,UniProt,Q8TE04
2I9E-1,2I9E,1,2,A_B_C_D,A_B_C_D,UniProt,Q8MPF2
2IAI-1,2IAI,1,2,A,A,UniProt,Q9XA31
2IBD-1,2IBD,1,2,A_B,A_B,UniProt,Q0S7V2
2ICP-2,2ICP,2,2,A,A,UniProt,P67700
2IDL-1,2IDL,1,2,A_B,A_B,UniProt,A0A0H2UPY9
2IG6-1,2IG6,1,2,A_B,A_B,UniProt,Q97G05
2IHF-1,2IHF,1,2,A,A,UniProt,Q9KH06
2IHY-1,2IHY,1,2,A_B,A_B,UniProt,A0A0H2WZ98
2II1-2,2II1,2,2,A_B_C_D,A_B_C_D,UniProt,Q9KGN3
2IIM-1,2IIM,1,2,A,A,UniProt,P06239
2IKK-1,2IKK,1,2,A_B,A_B,UniProt,O32152
2IKS-1,2IKS,1,2,A_B,A_B,UniProt,P0ACP1
2IMS-1,2IMS,1,2,A,A,UniProt,Q16611
2IT1-1,2IT1,1,2,A_B,A_B,UniProt,O57942
2IT2-1,2IT2,1,2,A_B,A_B,UniProt,O58796
2ITF-5,2ITF,5,2,A_B_C_D,A_B_C_D,UniProt,Q2FZE9
2IU5-1,2IU5,1,2,A_B,A_B,UniProt,Q9CIV9
2IVY-1,2IVY,1,2,A,A,UniProt,Q97YC2
2IWO-3,2IWO,3,2,A_B,A_B,UniProt,O75970
2IX4-1,2IX4,1,2,A_B,A_B,UniProt,Q8L3X9
2J07-2,2J07,2,2,A,A,UniProt,P61497
2J7J-1,2J7J,1,2,A,A,UniProt,P03001
2JIS-1,2JIS,1,2,A_B,A_B,UniProt,Q9Y600
2NML-1,2NML,1,2,A,A,UniProt,P84090
2NR4-1,2NR4,1,2,A_B,A_B,UniProt,Q8PVV4
2NX9-1,2NX9,1,2,A_B,A_B,UniProt,Q6A1F6
2O1B-1,2O1B,1,2,A,A,UniProt,Q2FV61
2O38-1,2O38,1,2,A_B,A_B,UniProt,Q6N370
2O7M-1,2O7M,1,2,A_B,A_B,UniProt,P05725
2OBS-1,2OBS,1,2,A,A,UniProt,Q913Z3
2OCZ-1,2OCZ,1,2,A,A,UniProt,P63590
2OER-1,2OER,1,2,A_B,A_B,UniProt,Q9I3U1
2OGB-3,2OGB,3,2,A_B,A_B,UniProt,Q8BH75
2OGI-1,2OGI,1,2,A_B,A_B,UniProt,Q8DY32
2OH5-2,2OH5,2,2,A,A,UniProt,O10693
2OLC-1,2OLC,1,2,A_B,A_B,UniProt,O31663
2OLM-1,2OLM,1,2,A,A,UniProt,P52594
2OPO-1,2OPO,1,2,A_B_C_D,A_B_C_D,UniProt,Q84V36
2OR2-1,2OR2,1,2,A_B,A_B,UniProt,P08954
2OYZ-1,2OYZ,1,2,A,A,UniProt,Q87K41
2OZE-1,2OZE,1,2,A,A,UniProt,Q57280
2P13-1,2P13,1,2,A_B,A_B,UniProt,Q82SS8
2P2S-1,2P2S,1,2,A_B,A_B,UniProt,Q6D5A0
2P3A-1,2P3A,1,2,A_B,A_B,UniProt,Q6BB74
2P3E-1,2P3E,1,2,A_B,A_B,UniProt,O67262
2P3W-2,2P3W,2,2,A_B,A_B,UniProt,P83110
2PA6-1,2PA6,1,2,A_B,A_B,UniProt,Q60173
2PEQ-1,2PEQ,1,2,A_B,A_B,UniProt,Q44177
2PFI-1,2PFI,1,2,A_B,A_B,UniProt,P51800
2PQ7-1,2PQ7,1,2,A,A,UniProt,Q1EM40
2PRX-1,2PRX,1,2,A_B,A_B,UniProt,A3QJH3
2PZ0-1,2PZ0,1,2,A_B,A_B,UniProt,Q8RB32
2PZF-3,2PZF,3,2,A_B,A_B,UniProt,P13569
2Q0Y-1,2Q0Y,1,2,A,A,UniProt,Q470Y2
2Q2V-2,2Q2V,2,2,A_B_C_D,A_B_C_D,UniProt,Q9AE70
2Q4Z-1,2Q4Z,1,2,A_B,A_B,UniProt,Q9R1T5
2Q8O-1,2Q8O,1,2,A_B,A_B,UniProt,Q7TS55
2Q8R-2,2Q8R,2,2,E_F_G_H,A_B_C_D,UniProt,Q16627
2QG3-2,2QG3,2,2,A_B,A_B,UniProt,O28220
2QML-2,2QML,2,2,A,A,UniProt,Q9K9M4
2QQQ-1,2QQQ,1,2,A_B_C_D,A_B_C_D,UniProt,Q8UWK4
2QVK-2,2QVK,2,2,A,A,UniProt,P23685
2QY6-1,2QY6,1,2,A_B,A_B,UniProt,Q8XCQ7
2QYM-1,2QYM,1,2,A,A,UniProt,Q08493
2QZU-1,2QZU,1,2,A,A,UniProt,Q64XZ4
2R14-1,2R14,1,2,A,A,UniProt,Q51990
2R8D-1,2R8D,1,2,A,A,UniProt,Q87DZ3
2RA4-1,2RA4,1,2,A_B,A_B,UniProt,Q99616
2RAG-2,2RAG,2,2,A_B_C_D,A_B_C_D,UniProt,Q9A4T4
2RAH-1,2RAH,1,2,A,A,UniProt,P14324
2RAU-2,2RAU,2,2,A,A,UniProt,Q97VU1
2RBC-1,2RBC,1,2,A,A,UniProt,A9CHQ7
2RC3-2,2RC3,2,2,A_B_C_D,A_B_C_D,UniProt,Q82SE2
2REZ-1,2REZ,1,2,A,A,UniProt,P16559
2RH0-2,2RH0,2,2,A_B_C_D,A_B_C_D,UniProt,Q9CQ48
2RJT-1,2RJT,1,2,A_B_C_D,A_B_C_D,UniProt,Q9FBC2
2RKF-1,2RKF,1,2,A_B,A_B,UniProt,Q90JJ9
2RSP-1,2RSP,1,2,A_B,A_B,UniProt,P03322
2SCP-1,2SCP,1,2,A_B,A_B,UniProt,P04571
2UV0-1,2UV0,1,2,E_F_G_H,A_B_C_D,UniProt,P25084
2V0P-1,2V0P,1,2,A_B,A_B,UniProt,Q04372
2V40-1,2V40,1,2,A,A,UniProt,P30520
2V5B-1,2V5B,1,2,A,A,UniProt,P52270
2V6H-1,2V6H,1,2,A,A,UniProt,Q14896
2VBQ-1,2VBQ,1,2,A_B,A_B,UniProt,Q9R381
2VDJ-1,2VDJ,1,2,A,A,UniProt,Q72X44
2VKL-1,2VKL,1,2,A,A,UniProt,P9WIC1
2VNV-3,2VNV,3,2,A_B_C_D_E,A_B_C_D_E,UniProt,B4EH87
2VSC-2,2VSC,2,2,A_B_C_D,A_B_C_D,UniProt,Q08722
2VSV-1,2VSV,1,2,A_B,A_B,UniProt,Q8IUC4
2VT3-1,2VT3,1,2,A_B,A_B,UniProt,O05521
2W1R-1,2W1R,1,2,A,A,UniProt,P37554
2W3Q-1,2W3Q,1,2,A,A,UniProt,Q3I4V7
2W53-1,2W53,1,2,A_B,A_B,UniProt,Q8KLP4
2W6A-1,2W6A,1,2,A_B,A_B,UniProt,Q9Z272
2W7R-1,2W7R,1,2,A_B,A_B,UniProt,O15021
2W7W-1,2W7W,1,2,A_B,A_B,UniProt,B6ENP9
2WCW-1,2WCW,1,2,A_B_C_D,A_B_C_D,UniProt,O28314
2WDP-1,2WDP,1,2,A_B_C_D,A_B_C_D,UniProt,P55212
2WFC-2,2WFC,2,2,A_B_C_D,A_B_C_D,UniProt,Q1AN23
2WKA-1,2WKA,1,2,A_B,A_B,UniProt,Q9KM65
2WNS-1,2WNS,1,2,A_B,A_B,UniProt,P11172
2WNX-1,2WNX,1,2,A,A,UniProt,A3DJ30
2WOJ-1,2WOJ,1,2,A_B_C_D,A_B_C_D,UniProt,Q12154
2WZ1-1,2WZ1,1,2,A_B,A_B,UniProt,Q02153
2X3C-1,2X3C,1,2,A,A,UniProt,Q8GMV9
2X5C-2,2X5C,2,2,A_B,A_B,UniProt,Q6ZYH1
2XCI-1,2XCI,1,2,A_B_C_D,A_B_C_D,UniProt,O66663
2XF1-1,2XF1,1,2,A,A,UniProt,Q8I467
2XIG-2,2XIG,2,2,A_B_C_D,A_B_C_D,UniProt,O25671
2XT0-2,2XT0,2,2,A,A,UniProt,A6G7B1
2XWM-1,2XWM,1,2,A_B,A_B,UniProt,A0R560
2XWX-1,2XWX,1,2,A_B,A_B,UniProt,Q9KLD5
2XYM-1,2XYM,1,2,A,A,UniProt,Q99IB8
2XZ8-1,2XZ8,1,2,A_B,A_B,UniProt,Q8SXQ7
2Y1Y-1,2Y1Y,1,2,A,A,UniProt,P02511
2Y43-1,2Y43,1,2,A_B,A_B,UniProt,Q9NS91
2Y6W-1,2Y6W,1,2,A_B,A_B,UniProt,Q92843
2Y75-4,2Y75,4,2,A_B_C_D_E_F,A_B_C_D_E_F,UniProt,O34527
2Y7I-1,2Y7I,1,2,A_B,A_B,UniProt,Q8ZKA9
2Y8E-3,2Y8E,3,2,A_B,A_B,UniProt,O18334
2YEQ-3,2YEQ,3,2,A_B,A_B,UniProt,P42251
2YFT-2,2YFT,2,2,A,A,UniProt,Q74K42
2YG5-1,2YG5,1,2,A,A,UniProt,B0F9F6
2YIJ-1,2YIJ,1,2,A_B,A_B,UniProt,O49523
2YKF-1,2YKF,1,2,A,A,UniProt,P9WGL5
2YLZ-1,2YLZ,1,2,A,A,UniProt,Q47PU3
2YW2-3,2YW2,3,2,A_B,A_B,UniProt,O66949
2YWV-1,2YWV,1,2,A_B,A_B,UniProt,Q5L3D5
2YX4-2,2YX4,2,2,A,A,UniProt,F9VNT4
2YXE-1,2YXE,1,2,A_B,A_B,UniProt,Q57636
2YXH-1,2YXH,1,2,A_B,A_B,UniProt,Q9WYJ5
2YXT-1,2YXT,1,2,A_B,A_B,UniProt,O00764
2YYH-2,2YYH,2,2,A_B_C_D,A_B_C_D,UniProt,O67435
2Z0A-1,2Z0A,1,2,A_B_C_D,A_B_C_D,UniProt,Q5H7J4
2Z10-1,2Z10,1,2,A,A,UniProt,Q72HN8
2Z2B-1,2Z2B,1,2,A,A,UniProt,P05020
2Z76-1,2Z76,1,2,A_B,A_B,UniProt,P71817
2ZAT-2,2ZAT,2,2,A_B_C_D,A_B_C_D,UniProt,Q8WNV7
2ZB8-2,2ZB8,2,2,A,A,UniProt,Q8N8N7
2ZCW-1,2ZCW,1,2,A,A,UniProt,Q5SIL0
2ZEW-1,2ZEW,1,2,A_B,A_B,UniProt,Q9ZA17
2ZJ3-1,2ZJ3,1,2,A,A,UniProt,Q06210
2ZPO-2,2ZPO,2,2,A,A,UniProt,P84844
2ZSG-1,2ZSG,1,2,A_B,A_B,UniProt,Q9WXP9
2ZTK-1,2ZTK,1,2,A,A,UniProt,O87198
2ZU2-1,2ZU2,1,2,A_B,A_B,UniProt,P0C6U2
3A14-1,3A14,1,2,A_B,A_B,UniProt,Q9WZZ1
3A2Q-2,3A2Q,2,2,A,A,UniProt,P13398
3A6S-3,3A6S,3,2,A_B,A_B,UniProt,P08337
3ACD-1,3ACD,1,2,A,A,UniProt,Q5SLS3
3AH4-3,3AH4,3,2,A_B,A_B,UniProt,P0DPR0
3ANU-1,3ANU,1,2,A,A,UniProt,A0A8V1ABE9
3B02-1,3B02,1,2,A,A,UniProt,Q53W63
3B4W-1,3B4W,1,2,A,A,UniProt,P96405
3B9O-3,3B9O,3,2,A_B,A_B,UniProt,A4IU28
3BAP-1,3BAP,1,2,A,A,UniProt,O43809
3BDH-1,3BDH,1,2,A_B,A_B,UniProt,P00634
3BF5-1,3BF5,1,2,A_B,A_B,UniProt,Q9HJT3
3BFM-1,3BFM,1,2,A,A,UniProt,Q1GJN9
3BHN-1,3BHN,1,2,A,A,UniProt,A3QGX4
3BHQ-1,3BHQ,1,2,A_B,A_B,UniProt,Q98D70
3BJE-1,3BJE,1,2,A_B,A_B,UniProt,Q57VZ2
3BPV-1,3BPV,1,2,A,A,UniProt,O26413
3BQ3-1,3BQ3,1,2,A,A,UniProt,Q12395
3BUT-1,3BUT,1,2,A,A,UniProt,O29803
3BWV-1,3BWV,1,2,A_B,A_B,UniProt,Q8CTG7
3BXU-1,3BXU,1,2,A_B,A_B,UniProt,Q74G83
3C3J-1,3C3J,1,2,A_B_C_D_E_F,A_B_C_D_E_F,UniProt,P42907
3C6K-2,3C6K,2,2,A_B_C_D,A_B_C_D,UniProt,P52788
3C7X-2,3C7X,2,2,A,A,UniProt,P50281
3C8D-5,3C8D,5,2,A_B_C_D,A_B_C_D,UniProt,A0A0H2VTI6
3C8P-1,3C8P,1,2,A_B,A_B,UniProt,D0VWT3
3C97-1,3C97,1,2,A,A,UniProt,Q2U940
3CBG-1,3CBG,1,2,A,A,UniProt,Q55813
3CDF-1,3CDF,1,2,A_B_C_D_E_F,A_B_C_D_E_F,UniProt,P01594
3CE1-1,3CE1,1,2,A,A,UniProt,A0ZPR9
3CET-1,3CET,1,2,A_B,A_B,UniProt,Q6M145
3CGB-1,3CGB,1,2,A_B,A_B,UniProt,A0A6L7HMK7
3CHT-1,3CHT,1,2,A_B,A_B,UniProt,Q70KH9
3CNE-2,3CNE,2,2,A_B_C_D,A_B_C_D,UniProt,Q8A8A4
3CNG-1,3CNG,1,2,A_B_C_D,A_B_C_D,UniProt,Q82VD6
3CSX-1,3CSX,1,2,A_B,A_B,UniProt,A1KYE3
3CT6-1,3CT6,1,2,A_B,A_B,UniProt,Q9CIV6
3CVE-2,3CVE,2,2,A_B_C_D,A_B_C_D,UniProt,Q9Z214
3D00-1,3D00,1,2,A,A,UniProt,Q2LQ23
3D0C-1,3D0C,1,2,A_B,A_B,UniProt,Q8EMJ7
3DB7-1,3DB7,1,2,A,A,UniProt,Q8A994
3DER-2,3DER,2,2,A_B_C_D,A_B_C_D,UniProt,Q9WXM1
3DEW-1,3DEW,1,2,A,A,UniProt,Q74GS0
3DJ5-1,3DJ5,1,2,A,A,UniProt,P97477
3DNI-1,3DNI,1,2,A,A,UniProt,P00639
3DO8-1,3DO8,1,2,A_B,A_B,UniProt,O28077
3E03-2,3E03,2,2,A_B_C,A_B_C,UniProt,Q8P5Q1
3E18-1,3E18,1,2,A_B,A_B,UniProt,Q929L3
3E7P-1,3E7P,1,2,A,A,UniProt,A6L5C0
3E97-1,3E97,1,2,A,A,UniProt,Q1IZR6
3EBK-3,3EBK,3,2,A_B,A_B,UniProt,P54962
3ECD-1,3ECD,1,2,A_B_C_D,A_B_C_D,UniProt,Q3JGP5
3EDN-1,3EDN,1,2,A_B,A_B,UniProt,A0A6L8PH16
3EDV-1,3EDV,1,2,A_B,A_B,UniProt,Q01082
3EEA-1,3EEA,1,2,A_B,A_B,UniProt,Q74EF5
3EK3-1,3EK3,1,2,A,A,UniProt,Q5LDN3
3EL6-1,3EL6,1,2,A,A,UniProt,Q03132
3ENK-1,3ENK,1,2,A_B,A_B,UniProt,Q3JPI3
3ENQ-1,3ENQ,1,2,A_B,A_B,UniProt,Q7MHL9
3ERS-1,3ERS,1,2,X,A,UniProt,P42589
3EWN-1,3EWN,1,2,A,A,UniProt,Q881P0
